广告补贴营销基金返利内容应该开票纳税人折扣折让行为开具增值税专用发票问题通知国税函20061279规定纳税人销售货物购买方开具增值税专用发票购货方在一定时期累计购买货物达到一定数量市场价格下降原因销货给予购货相应价格优惠补偿折扣折让行为销货方可现行增值税专用发票使用规定规定开具增值税专用发票贵司给予补贴返利一般需要按规开具专用发票冲减收入,增值税
水生动物初加工享受企业所得税优惠政策财政部发布享受企业所得税优惠政策农产品初加工范围试行通知财税2008149规定渔业水生动物初加工水产动物棘皮软体腔肠两栖类兽类动物整体去鳞内脏擂溃切块切片经冰鲜冷冻冷藏保鲜防腐处理包装简单加工处理制成水产动物制品熟制水产品各类水产品罐头调味烤制水产食品属于初加工范围财税2008149财政部发布享受企业所得税优惠政策农产品初加工范围试行通知,企业所得税
纳税义务人负担税款计算应纳税额印发征收若干问题规定通知国税发1994089第十四条规定单位纳税义务人负担税款纳税义务人取得不含税收入换算纳税所得额计算征收计算公式纳税所得额不含税收入额费用扣除标准速算扣除税率应纳税额纳税所得额适用税率速算扣除公式税率不含税所得不含税级距详见税率表一对应税率公式税率指应纳税所得额含税级距对应税率国税发199489印发征收若干问题规定通知第十四条,个人所得税
采购国产设备全额退还增值税政策内资研发机构外资研发中心具体包括财政部商务部继续执行研发机构采购设备增值税政策通知财税2016121规定适用采购国产设备全额退还增值税政策内资研发机构外资研发中心包括科技部会同财政部海关总署核定科技体制改革过程转制企业进入企业主要从事科学研究技术开发工作机构国家发展革委会财政部海关总署核定国家工程研究中心国家发展革委会财政部海关总署科技部核定企业技术中心科技部会同财政部海关总署核定国家重点实验室国家工程技术研究中心国务院部委直属机构自治区直辖市所属专门从事科学研究工作各类科研院所国家承认学历实施专科高等学历教育高等学校符合通知第二条规定外资研发中心财政部会同国务院部门核定科学研究机构技术开发机构学校外资研发中心设立时间满足下列条件200930及其之前设立外资研发中心满足下列条件研发费用标准外资研发中心独立法人投资总额低于500万美元公司内设部门分公司独立法人研发投入低于500万美元企业研发经费支出额低于1000万元专职研究试验发展人员低于90设立累计购置设备原值低于1000万元200910及其之后设立外资研发中心满足下列条件研发费用标准独立法人投资总额低于800万美元公司内设部门分公司独立法人研发投入低于800万美元专职研究试验发展人员低于150设立累计购置设备原值低于2000万元外资研发中心商务主管部门会同部门上述条件进行资格审核认定具体审核认定办法附件20151231以前取得退税资格未满需要进行资格复审按规定复审合格外资研发中心20151231享受退税未满继续享受期满认定外资研发中心条件变化不再符合退税资格认定条件发生涉税违法行为不得享受退税政策通知规定税收政策执行期限2016日至20181231具体内资研发机构外资研发中心取得退税资格日起执行财税2016121财政部商务部继续执行研发机构采购设备增值税政策通知,增值税
境外所得境内派出单位支付负担申报缴纳印发境外所得征收管理暂行办法通知国税发1998126第八条规定纳税人受雇中国境内公司企业经济组织政府部门境外工作所得境内派出单位支付负担境内派出单位扣缴义务人税款境内派出单位负责代扣代缴所得境外任职受雇中方机构支付负担委托境内派出投资机构代征税款上述境外任职受雇中方机构中国境内公司企业经济组织政府部门所属境外分支机构子公司代表处国税发1998126印发境外所得征收管理暂行办法通知第八条,个人所得税
庐山地震受灾地区小型企业增加就业岗位招用地震灾害失去工作人员有何税收优惠政策财政部海关总署支持山地震灾恢复重建税收政策问题通知财税201358规定受灾地区商贸企业服务型企业广告业房屋中介典当桑拿按摩氧吧劳动就业服务企业加工型企业街道社区具有加工性质小型企业实体增加就业岗位招用地震灾害失去工作人员签订期限劳动合同依法缴纳县级人力资源社会保障部门认定实际招用人数实际工作时间予以定额依次扣减增值税营业税城市维护建设教育费附加企业所得税定额标准每人每年4000上下浮动20%实际情况具体确定上述标准计算税收抵扣额应企业当年实际缴纳增值税营业税城市维护建设教育费附加企业所得税税额扣减当年扣减不足不得结转使用税收政策未注明具体期限一律执行20151231,企业所得税
采购公司原材料样品不要视同销售两种情况处理第一种情况公司采购部门原材料样品赠送给客户采购部门带去客户回来这种情况原材料所有权公司视同销售第二种情况采购部门原材料送给客户单位这种情况需要视同销售相关规定增值税暂行条例实施细则第四条单位个体工商户下列行为视同销售货物货物交付单位代销销售代销货物设有两个机构实行统一核算纳税人货物一个机构移送机构用于销售相关机构设在同一自产委托加工货物用于增值税应税项目自产委托加工货物用于集体福利个人消费自产委托加工购进货物投资提供单位个体工商户自产委托加工购进货物分配股东投资者自产委托加工购进货物无偿赠送单位,增值税
维修劳务有何增值税优惠政策财政部飞机维修增值税问题通知财税2000102规定国务院批准现将飞机维修劳务增值税政策问题通知支持飞机维修行业发展决定2000日起飞机维修劳务增值税实际税负超过6%部分实行税务机关即征政策,增值税
经费基数缴纳政策前后是否改变工会经费企业工资总额2%提取工会经费主管单位工会组织目前大多数地区税务局代收工会经费本次改革本来工会经费没有影响企业工资总额变动影响工会经费缴纳相关规定工会法2009修订主席令18工会经费来源工会会员缴纳会费建立工会组织企业事业单位机关每月职工工资总额百分之二工会拨缴经费,企业所得税
我司签订订货合同货品入库未结算开票国家税率调整5.1目前不了17%增值税专用发票六月结算开来16%专用发票税差扣下是否合理公告201818第九条规定5.1发生增值税应税行为5.1之后纳税人仍然开具17%税率发票通过描述货品入库增值税纳税义务已经发生供应商货品发出当期进行增值税纳税申报5.117%税率开具发票贵司所谓5.1后开不了17%增值税专用发票没有供应商开具16%专用发票税差扣下不合理贵司有权要求开具17%发票,增值税
分割理解公司成立学校建立开办期间很多费用公司抬头发票通过分割分割学校公司前期负担学校设立费用学校成立只能公司发票公司没有收入公司成本合理转到学校问题描述理解学校非盈利组织办理税务登记纳税主体公司垫付学校筹办期间发生费用属于企业学校共摊费用情形学校筹办发生费用不能分割形式学校成本列支具体分析发布企业所得税税前扣除凭证管理办法公告公告201828第八条规定外部凭证包含分割文件第十八条具体解释企业企业包括关联企业境内共同接受应纳增值税劳务以下简称应税劳务发生支出采取分摊方式应当独立交易原则进行分摊企业发票分割税前扣除凭证共同接受应税劳务企业企业开具分割税前扣除凭证规定学校成立主体形成发生开办费用属于企业共同承担应税劳务符合规定适用分割列支成本建议合规操作方法企业学校收取前期垫付费用学校开具发票学校取得发票列支成本相关规定发布企业所得税税前扣除凭证管理办法公告公告201828第十八条企业企业包括关联企业境内共同接受应纳增值税劳务以下简称应税劳务发生支出采取分摊方式应当独立交易原则进行分摊企业发票分割税前扣除凭证共同接受应税劳务企业企业开具分割税前扣除凭证企业企业境内共同接受应税劳务发生支出采取分摊方式企业发票外部凭证分割税前扣除凭证共同接受应税劳务企业企业开具分割税前扣除凭证,企业所得税
邮政开票一定缴个税及增值税邮政开票需要缴个税及增值税邮政局代开增值税普通发票需要当场缴纳增值税3%需要缴纳增值税附加税增值税税款12%需要预征发票项目不同0.5%2.6%,增值税
买车时有几台车挂我司名下我司未知两年过去发票做账抵扣车辆转买公司开票情况公司处理我司有何影响前期车辆挂靠行为外部供应商单方面行为建议公司法律途径维护权益资产过户供应商保留相应证明文件此种情形挂靠车辆无需公司账面体现前期行为外部代理商没有车辆运营资质希望找个资质企业挂靠公司协商一致决定公司这种行为属于隐瞒资产影响企业对外信息披露造成一定审计风险对外转让资产入账计提折旧车辆已经公司名义法律形式来讲车辆所有权已经属于公司公司有权进行转卖开具发票转卖所得收入需要缴纳相应增值税税金仅为财务风险角度客观分析公司处理可能需要考虑外部代理商后期合作问题建议权衡利弊风险决定,综合
土地作价入股这种方式开发成本需要达到25%条件限制这种土地作价入股开具出资时候增值税专用发票土地作价入股股东是不是土地转让一样缴纳土地增值税增值税契税印花税所得税贵司土地作价入股方式开发成本达到25%限制城市房地产管理法土地作价入股土地变更所有人实质土地转让行为环节涉及增值税附加土增所得税印花税契税作价入股方式主体不同发布优惠政策房地产企业之间土地入股暂免征收土地增值税财税201857综上土地作价入股理论开具增值税专用发票,综合
车用发票我能地税税率出租动车地税涉及税目税率城市维护建设税率7%5%1%教育费附加费率3%地方教育附加费率2%印花税税率20%代开出租动产发票办税服务厅代开,综合
意思公司税负税负企业应交税费应税收入比例税负应税收入销售收入100%,综合
地税年终12自行申报公司账户查封不得不出纳办理公司报销业务发放工资业务流水超过12需要缴纳个税年终12自行申报要求员工实际收入金额已经申报缴纳税金金额填报税务局税务局再次相应数据是否准确详实贵司出纳办理公司报销业务发放工资业务一个代收代付过程出纳实际收入金额无需缴纳避免将来产生纠纷应对税务稽查建议贵司出纳签订一份代收代付协议阐明情况责任义务,个人所得税
增后汇总纳税总分机构试点纳税人申报缴纳增值税财政部重新印发总分机构试点纳税人增值税计算缴纳暂行办法通知财税201374附件规定机构应当汇总计算机构及其分支机构发生应税服务范围注释业务应交增值税抵减分支机构发生应税服务范围注释业务缴纳增值税税款包括预缴补缴增值税税款机构所在地解缴入库机构销售货物提供加工修理修配劳务增值税暂行条例相关规定申报缴纳增值税财税201374财政部重新印发总分机构试点纳税人增值税计算缴纳暂行办法通知,增值税
实际取原提存基本基本医疗保险失业保险金住房公积金是否缴纳财政部基本基本医疗保险失业保险费住房公积金政策通知财税200610第三条规定实际取原提存基本基本医疗保险失业保险金住房公积金免征财税200610财政部基本基本医疗保险失业保险费住房公积金政策通知,个人所得税
公司房地产企业注册地海口机构所在地项目所在地三亚三亚经营三年之前三亚经营没有注册分公司前期购地手续手续办妥进入开发阶段请问公司三亚应该办理税务手续企业所得税哪里预交海南省房地产业建筑业纳税人涉税事项公告地税公告2013第二条第一款规定房地产业纳税人取得建设工程规划许可证临时30内向主管税务机关申报办理房地产开发项目立项登记房地产开发项目单个建设工程规划许可证临时进行立项登记海南省海南地税涉税事项办理一次性告知资料通告海南省通告201411规定房产开发企业立项登记需要提供以下资料建安工程立项登记表建设工程规划许可证临时建筑工程施工许可证建设用地规划许可证外出经营税收管理证明建设工程施工合同代建工程合同合作建设工程合同选择扫描甲乙双方名称合同标的合同约定付款方式付款时间甲乙双方公章企业所得税法主席令63文件第五十规定税收法律行政法规另有规定居民企业企业登记注册地为纳税地点企业注册地海口税收法律行政法规另有规定企业所得税纳税地点海口地税公告2013海南省房地产业建筑业纳税人涉税事项公告第二条第一款海南省通告201411海南省海南地税涉税事项办理一次性告知资料通告主席令200763企业所得税法第五十,企业所得税
大豆油氢化植物油适用增值税税率环氧大豆油氢化植物油增值税适用税率问题公告公告201143规定环氧大豆油氢化植物油属于食用植物油征税范围适用17%增值税税率环氧大豆油大豆油滴加双氧水环氧反应水洗减压脱水工序形成产品氢化植物油普通植物油一定温度压力加氢催化工序形成产品公告2011日起执行财政部税务总局调整增值税税率通知财税201832文件规定纳税人发生增值税应税销售行为进口货物适用17%11%税率税率调整16%10%通知2018日起执行,增值税
关联企业交易两个关联企业分布不同地区税收政策不同注意税务风险关联企业交易最大税务风险遵守独立交易原则企业所在地税收政策无太大关系税法相关规定符合独立交易原则关联企业交易税务机关有权合理方法调整交易价格相关规定增值税暂行条例第七条规定纳税人销售货物应税劳务价格明显偏低正当理由主管税务机关核定销售额增值税暂行条例实施细则第十六条规定纳税人条例第七条价格明显偏低正当理由本细则第四条视同销售货物行为销售额下列顺序确定销售额纳税人最近时期同类货物平均销售价格确定纳税人最近时期同类货物平均销售价格确定组成计税价格确定组成计税价格公式组成计税价格成本成本利润率属于应征消费税货物组成计税价格中应加计消费税额公式成本销售货物实际生产成本销售外购货物实际采购成本公式成本利润率确定企业所得税法企业关联方之间业务往来符合独立交易原则减少企业关联方纳税收入所得额税务机关有权合理方法调整企业所得税实施条例一百一十企业所得税法独立交易原则没有关联关系交易各方公平成交价格营业常规进行业务往来原则企业所得税实施条例一百一十五条税务机关企业所得税法规定核定企业纳税所得额采用下列方法参照同类类似企业利润率水平核定企业成本合理费用利润方法核定关联企业集团整体利润合理比例核定合理方法核定增值税暂行条例第七条增值税暂行条例实施细则第十六条企业所得税实施条例一百一十五条税务机关企业所得税法,综合
上海收购一家幼儿园幼儿园股东幼儿园是民非企业股东交个计算股东转让股权转让股权收入额减除股权原值合理费用余额纳税所得额财产转让所得缴纳20%,个人所得税
附加减除费用适用范围主席令200785第六条规定纳税所得额计算工资薪金所得每月收入额减除费用二千元余额纳税所得额中国境内住所中国境内取得工资薪金所得纳税义务人中国境内住所中国境外取得工资薪金所得纳税义务人平均收入水平生活水平汇率变化情况确定附加减除费用附加减除费用适用范围标准国务院规定国务院修改实施条例决定519规定税法第六条第三款所说附加减除费用每月减除2000费用基础减除条例规定数额费用规定税法第六条第三款所说附加减除费用适用范围中国境内外商投资企业外国企业工作外籍人员应聘中国境内企业事业单位社会团体国家机关工作外籍专家中国境内住所中国境外任职受雇取得工资薪金所得国务院财政税务主管部门确定人员规定税法第六条第三款所说附加减除费用标准2800第三十条规定华侨香港澳门台湾同胞参照条例规定执行主席令200785第六条国务院令2008519国务院修改实施条例决定,个人所得税
员工购买意外伤害是否交个意外伤害所得税税前扣除单位员工支付保险缴纳问题批复国税函2005318规定规定企业员工支付各项免税之外保险金企业保险公司缴付即该保险落到被保险人保险账户并入员工当期工资收入工资薪金所得项目计征税款企业负责代扣代缴企业所得税法实施条例512规定企业国家有关规定特殊工种职工支付人身安全保险费国务院财政税务主管部门规定扣除商业保险费企业投资者职工支付商业保险费不得扣除单位员工支付保险缴纳上述文件规定执行文件规定意外伤害企业所得税法规定税前扣除范围之内国税函2005318单位员工支付保险缴纳问题批复国务院令2007512企业所得税法实施条例,企业所得税
适用税前加计扣除政策行业界定企业是否属于适用研发费用加计扣除政策行业财政部科技部完善研究开发费用税前加计扣除政策通知财税2015119规定适用税前加计扣除政策行业烟草制造业住宿餐饮业批发零售业房地产业租赁商务服务业娱乐业财政部规定行业上述行业国民经济行业分类代码GB47542011为准随之更新执行时间通知2016日起执行企业研究开发费用税前加计扣除政策问题公告公告201597规定适用加计扣除政策行业判定通知适用税前加计扣除政策行业企业指以通知行业业务主营业务研发费用发生当年主营业务收入企业税法第六条规定计算收入总额减除征税收入投资收益余额50%企业执行时间公告适用2016年度以后年度企业所得税汇算清缴财税2015119财政部科技部完善研究开发费用税前加计扣除政策通知公告201597企业研究开发费用税前加计扣除政策问题公告,企业所得税
境内注册居民企业计算缴纳企业所得税何种货币单位计量印发境外注册中资控股居民企业所得税管理办法试行公告公告201145规定境内注册居民企业应当人民币计算缴纳企业所得税得以人民币以外货币计算应当企业所得税法及其实施条例规定折合人民币计算缴纳企业所得税公告201145印发境外注册中资控股居民企业所得税管理办法试行公告,企业所得税
纳税人收购农民手工编织竹芒藤柳坯不能开具农产品收购凭证抵扣进项税额农户手工编织竹制竹芒藤柳坯征收增值税问题批复国税函200556规定农民竹器企业提供样品规格自产购买木条通过手工简单编织成竹制竹芒藤柳混合坯具属于农业初级产品应当免征销售环节增值税收购坯具竹器企业开具农产品收购凭证计算进项税额抵扣,增值税
错误录入代码号码纳税人开具专用发票处理认真做好增值税专用发票发售填开管理问题通知国税函2003785规定税务机关错误录入代码号码纳税人开具专用发票以下办法处理纳税人当月发现上述问题专用发票使用管理规定纸质专用发票防伪税控开票系统专用发票电子信息进行作废及时主管税务机关纳税人以后月份发现规定开具负数专用发票收回专用发票抵扣联及发票收回专用发票抵扣联及发票联但购货方已专用发票抵扣报送税务机关认证情况销货一律不得作废开具专用发票,增值税
12纳税申报密码获得所得12申报获取密码路径携带身份证自然人纳税人网上申报申请确认地税大厅获取密码通过海南地税微信公众进行申报微信关注海南地税公众我要办税办税个税12申报初次使用个税12申报纳税人有效身份证件原件复印件填写自然人网上申报专用密码领取主管地税机关办税服务厅服务窗口受理人员申请办理自然人网上自行申报登记通过海南地税APP进行申报下载海南地税APP办税服务办税个税12申报初次使用个税12申报纳税人有效身份证件原件复印件填写自然人网上申报专用密码领取主管地税机关办税服务厅服务窗口受理人员申请办理自然人网上自行申报登记初次使用缴税查询纳税人有效身份证件原件复印件填写自然人缴税查询网上申报申请确认主管地税机关办税服务厅综合服务窗口受理人员申请办理缴税网上查询确认获取登录密码登录企业网报系统自然人登记模块进行登记进行获取密码,个人所得税
公司破产清算法院拍卖土地相关涉税问题法院拍卖我司获取土地是否拿到增值税专用发票是否抵扣是否需要缴纳契税印花税法院拍卖获取公司土地公司土地增值公司因已破产是否需要缴纳增值税土地增值税所得税印花税问题流程公司进入破产清算阶段可能无法正常开具发票并未注销土地属于销售行为公司提供资料税务大厅申请开发票认为理论上贵司法院土地取得增值税专用发票实务情况较为复杂最终执行情况为准贵司取得专票购进不动产处理用于生产经营活动正常抵扣进项贵司土地过户需要交纳契税印花税问题土地法院强制拍卖纳税主体并未改变转让土地涉及增值税土增所得税印花税纳税义务人企业拍卖形式税务比较特殊实务经常约定拍得方承担部分税金需要自行协商建议税金计入土地转让价中,综合
已经病逝逝去年度奖金部分病假工资发放是否需要交个员工病逝身份证号码注销公司无法补发年度奖金部分病假工资代扣代缴建议贵司这部分款项纳入员工抚恤金发放免征相关规定规定下列各项个人所得免纳福利费抚恤金救济金,个人所得税
销售额销售行为征税确定销售额增值税暂行条例实施细则财政部50号令第十六条规定纳税人条例第七条价格明显偏低正当理由本细则第四条视同销售货物行为销售额下列顺序确定销售额纳税人最近时期同类货物平均销售价格确定纳税人最近时期同类货物平均销售价格确定组成计税价格确定组成计税价格公式组成计税价格成本成本利润率属于应征消费税货物组成计税价格中应加计消费税额公式成本销售货物实际生产成本销售外购货物实际采购成本公式成本利润率确定财政部50增值税暂行条例实施细则,增值税
销项税额抵扣进项税额发票种类增值税扣税凭证增值税专用发票海关进口增值税专用缴款农产品收购发票农产品销售发票完税凭证增值税一般纳税人支付道路通行费暂凭取得通行费发票财政票据下同注明收费金额公式计算抵扣进项税额,增值税
企业转让公司股权有没有相关文件企业所得税企业股权转让收入并入企业收入计算缴纳企业所得税税率20%企业转让股权性质股权进行投资参考财政部货币资产投资企业所得税政策问题通知财税2014116企业重组参考财政部企业重组业务企业所得税处理若干问题通知财税200959相关规定企业所得税法第六条企业货币形式货币形式各种来源取得收入收入总额包括转让财产收入企业所得税法实施条例第十六条企业所得税法第六条项所称转让财产收入企业转让固定资产生物资产无形资产股权债权财产取得收入增值税情况房地产公司非上市企业非上市企业未公开发行股票股权属于有价证券转让非上市公司股权属于增值税征税范围不征增值税情况房地产公司上市公司转让股票金融商品转让缴纳增值税税率6%印花税财产转移书据缴纳印花税税率万分之财税2014116财政部货币资产投资企业所得税政策问题通知企业所得税法第六条企业所得税法实施条例第十六条,综合
财政部企业境外所得税抵免问题通知财税2009125是否2008开始执行财政部企业境外所得税抵免问题通知财税2009125规定通知2008日起执行发布企业境外所得税抵免操作指南公告公告2010规定42通知200912发布属于执行企业所得税法实施条例解释企业所得税法实施条例执行日期一致,企业所得税
359元为职工中午热饭采购直接记入管理费用福利费空调1790记入办公费是否汇算清缴不用调整公司内部固定资产管理描述贵司购买微波炉方便员工午餐计入福利费贵司购买空调放在办公室中供员工使用计入办公费贵司低值微波炉空调企业所得税一次性扣除汇算清缴不用后续调增,企业所得税
公司公司非上市公司实收资本50%法人实收资本1%请问公司需要编制合并财务报表我国企业会计准则33合并财务报表第二章第七条规定合并财务报表合并范围应当控制基础予以确定投资方拥有投资方权力通过参与投资方相关活动享有可变回报能力运用投资方权力影响回报金额第十一条投资方判断是否拥有投资方权力应当考虑投资方相关实质性权利持有人相关活动进行决策时有实际能力行使执行权利简单是否持有公司经营管理决策权是否上市无关控制判断标准一定股权特别51%公司及其法人属于一致行动应该考虑是否持有公司经营管理决策权公司实际情况判断公司是否需要编制合并报表,综合
有限公司投资有限合伙企业有限合伙企业投资有限公司公司分红100万给公司公司分红公司100公司收到100股息红利是否免征企业所得税股息红利是否穿透性个人独资企业合伙企业投资者征收规定执行口径通知国税函200184第二条规定合伙企业名义对外投资分回利息股息红利通知规定第五条精神确定各个投资者利息股息红利所得利息股息红利所得应税项目计算缴纳规定公司法人合伙人通过公司对外投资取得分红所得并入合伙企业企业生产经营所得进行分配直接确认利息股息分红所得认为公司比例取得100万分所得部分利息股息红利所得缴纳企业所得税公司是否享受免税优惠政策判定公司公司是否具有权益投资性质公司符合居民企业之间权益投资取得收益享受免征企业所得税优惠相关规定个人独资企业合伙企业投资者征收规定执行口径通知国税函200184个人独资企业合伙企业对外投资分回利息股息红利征税问题个人独资企业合伙企业对外投资分回利息股息红利并入企业收入而应单独投资者取得利息股息红利所得利息股息红利所得应税项目计算缴纳合伙企业名义对外投资分回利息股息红利通知规定第五条精神确定各个投资者利息股息红利所得利息股息红利所得应税项目计算缴纳,个人所得税
取得生育津贴是否需要缴纳财政部生育津贴生育医疗费政策通知财税2008规定生育妇女县级人民政府国家有关规定制定生育保险办法取得生育津贴生育医疗费属于生育保险性质津贴补贴免征财税2008财政部生育津贴生育医疗费政策通知,个人所得税
投资居民企业直接成为登记股东登记股东后面股东直接投资居民企业直接投资居民企业直接工商登记股东描述理解登记股东后面股东投资企业股东股东属于直接投资三者法人企业投资企业利润分配股东利润分配股东属于直接投资收益申请免征企业所得税,企业所得税
2017所得税汇算期间面临1000多万成本发票缺口汇算期间取得成本发票账务处理2017年度企业所得税若干问题公告公告201134规定企业提供有效凭证时间问题企业当年度实际发生相关成本费用各种原因未能及时取得成本费用有效凭证企业预缴季度所得税暂按账面发生金额进行核算汇算清缴补充提供成本费用有效凭证也就是说汇算清缴结束取得发票账务处理2017年度,企业所得税
股权赠与协议公司接受一家公司33%股权无偿赠与双方是否需要缴纳企业所得税贵司接受一家公司33%股权无偿赠与赠与视同销售需要确认收入依法缴纳增值税企业所得税受赠无需缴纳企业所得税相关规定企业所得税法实施条例规定企业发生货币资产交换货物财产劳务用于捐赠偿债赞助集资广告样品职工福利利润分配用途应当视同销售货物转让财产提供劳务国务院财政税务主管部门另有规定企业处置资产所得税处理问题通知国税函2008828规定属于企业自制资产企业同类资产同期对外销售价格确定销售收入属于外购资产购入价格确定销售收入企业房地产进行股权投资发生货币资产交换根据上述规定确认财产损益计缴企业所得税投资双方所得税法相应规定进行所得税处理贯彻落实企业所得税法若干税收问题通知国税函201079股权转让所得确认计算问题企业转让股权收入转让协议生效完成股权变更手续确认收入实现转让股权收入扣除取得股权发生成本股权转让所得企业计算股权转让所得不得扣除投资企业分配利润股东留存收益该项股权可能分配金额,企业所得税
公司企业所得税计算营业利润资本化利息扣除企业所得税法第八条规定企业实际发生取得收入合理支出包括成本费用税金损失其他支出准予计算纳税所得额扣除贵司资本化利息费用生产经营活动真实合理税前扣除税前扣除部分符合企业所得税法实施条例规定超过金融企业同期同类贷款利率计算数额部分税前扣除超过部分需要调增处理相关规定企业所得税法第四十六企业关联方接受债权投资权益投资比例超过规定标准发生利息支出不得计算纳税所得额扣除企业所得税法实施条例企业生产经营活动发生下列利息支出准予扣除非金融企业金融企业借款利息支出金融企业各项存款利息支出同业拆借利息支出企业批准发行债券利息支出非金融企业非金融企业借款利息支出超过金融企业同期同类贷款利率计算数额部分,企业所得税
